רמה	מספר	מפרק	מפסוק	עד ספר	עד פרק	עד פסוק	חטיבה (1)	אנגלית	יחידה (2)	אנגלית	פירוט (3)	אנגלית															
	בראשית	מה	כו	בראשית	מה	כח	יוסף ואחיו	Yosef	אחי יוסף במצרים		בשורת עוד יוסף חי	Yaakov is Told that Yosef is Alive															
	בראשית	מו	א	בראשית	מז	כז	יוסף ואחיו	Yosef	ירידת יעקב וביתו למצרים	Yaakov and his Household Descend to Egypt																	
	בראשית	מו	א	בראשית	מו	ד	יוסף ואחיו	Yosef	ירידת יעקב וביתו למצרים		התגלות ה' ליעקב	God's Revelation to Yaakov in Be'er Sheva															
	בראשית	מו	ה	בראשית	מו	ז	יוסף ואחיו	Yosef	ירידת יעקב וביתו למצרים		הירידה למצרים	Yaakov's Descent to Egypt															
	בראשית	מו	ח	בראשית	מו	כז	יוסף ואחיו	Yosef	ירידת יעקב וביתו למצרים		שמות היורדים מצרימה	List of those Descending to Egypt															
	בראשית	מו	כח	בראשית	מו	ל	יוסף ואחיו	Yosef	ירידת יעקב וביתו למצרים		פגישת יעקב ויוסף	Yaakov and Yosef Reunite															
	בראשית	מו	לא	בראשית	מז	יב	יוסף ואחיו	Yosef	ירידת יעקב וביתו למצרים		הפגישה עם פרעה	Yaakov and his Sons Meet Pharaoh															
	בראשית	מז	יג	בראשית	מז	כז	יוסף ואחיו	Yosef	ירידת יעקב וביתו למצרים		הסדרים שהתקין יוסף במצרים	Yosef Manages the Famine in Egypt															
	בראשית	מז	כח	בראשית	נ	כו	יוסף ואחיו	Yosef	דברי יעקב האחרונים	Yaakov's Final Words																	
	בראשית	מז	כח	בראשית	מז	לא	יוסף ואחיו	Yosef	דברי יעקב האחרונים		צוואת יעקב ליוסף והשבעתו	Yaakov's Will to Yosef and Yosef's Oath															
	בראשית	מח	א	בראשית	מח	כב	יוסף ואחיו	Yosef	דברי יעקב האחרונים		ברכות יעקב לאפרים ומנשה	Yaakov Blesses Ephraim and Menashe															
	בראשית	מט	א	בראשית	מט	כח	יוסף ואחיו	Yosef	דברי יעקב האחרונים		ברכות יעקב לשבטים	Yaakov Blesses his Sons															
	בראשית	מט	כט	בראשית	מט	לב	יוסף ואחיו	Yosef	דברי יעקב האחרונים		צוואת יעקב לבניו	Yaakov's Will to his Sons															
	בראשית	מט	לג	בראשית	נ	יד	יוסף ואחיו	Yosef	דברי יעקב האחרונים		מות יעקב וקבורתו	Yaakov's Death and Burial															
	בראשית	נ	טו	בראשית	נ	כא	יוסף ואחיו	Yosef	דברי יעקב האחרונים		פיוס יוסף ואחיו	The Reconciliation of Yosef and His Brothers															
	בראשית	נ	כב	בראשית	נ	כו	יוסף ואחיו	Yosef	דברי יעקב האחרונים		צוואת יוסף ומותו	Yosef's Will and Death															
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
